timestamp,Observed,XGB,GBR,SARIMA,SARIMAX
2023-08-26 05:00:00,450.000000,469.881775,485.502837,488.532523,401.876531
2023-08-26 06:00:00,455.000000,484.213043,524.886120,560.691279,481.392690
2023-08-26 07:00:00,475.000000,492.032990,478.236879,582.196877,484.787092
2023-08-26 08:00:00,485.000000,491.864990,487.443792,557.446500,482.313485
2023-08-26 09:00:00,474.320000,487.070709,473.501799,492.006942,453.207957
2023-08-26 10:00:00,460.000000,457.271667,454.573738,444.305929,414.970503
2023-08-26 11:00:00,430.000000,448.716461,449.971209,429.803115,401.246863
2023-08-26 12:00:00,430.000000,425.856140,427.982695,423.864689,381.953942
2023-08-26 13:00:00,430.000000,432.876068,431.563850,424.839850,328.342922
2023-08-26 14:00:00,439.860000,437.678589,439.781630,432.173773,316.148211
2023-08-26 15:00:00,465.000000,468.754730,464.396212,459.405805,319.097901
2023-08-26 16:00:00,518.000000,506.106323,506.439910,519.998386,471.846194
2023-08-26 17:00:00,675.000000,594.588440,587.148547,583.628864,593.264079
2023-08-26 18:00:00,837.500000,734.298706,773.071719,668.068008,613.629991
2023-08-26 19:00:00,750.000000,917.101074,942.686042,717.242126,653.376768
2023-08-26 20:00:00,804.380000,757.512207,774.761211,726.041697,713.218745
2023-08-26 21:00:00,725.000000,746.440063,737.295186,678.890011,643.153314
2023-08-26 22:00:00,630.000000,635.745728,662.952238,601.474203,571.187382
2023-08-26 23:00:00,540.000000,556.464478,569.076544,525.366159,440.416321
2023-08-27 00:00:00,505.000000,487.244751,512.070537,505.738645,390.713212
2023-08-27 01:00:00,474.840000,458.322357,486.711930,479.774477,339.372735
2023-08-27 02:00:00,459.000000,448.636688,464.546904,469.507427,367.354277
2023-08-27 03:00:00,451.210000,447.309967,449.729018,467.183783,409.432590
2023-08-27 04:00:00,445.000000,445.154694,456.368839,465.462012,392.228193
2023-08-27 05:00:00,445.000000,434.815735,453.507565,471.764900,385.551413
2023-08-27 06:00:00,459.000000,451.773865,477.261894,543.767956,456.930511
2023-08-27 07:00:00,470.000000,452.879303,460.837839,565.589738,459.527394
2023-08-27 08:00:00,474.890000,460.295868,474.952249,541.683233,443.804588
2023-08-27 09:00:00,479.600000,450.640137,452.219898,477.022133,392.216350
2023-08-27 10:00:00,477.100000,448.197906,455.491197,429.771551,399.854796
2023-08-27 11:00:00,474.600000,467.820221,461.695725,415.751369,351.971498
2023-08-27 12:00:00,474.600000,456.039764,462.091213,410.270162,372.322062
2023-08-27 13:00:00,474.600000,452.889008,460.583394,411.695902,338.497437
2023-08-27 14:00:00,474.600000,469.385101,465.729139,419.544038,359.449148
2023-08-27 15:00:00,479.600000,477.133179,476.653195,447.107986,331.105338
