timestamp,XGB,GBR,SARIMA,SARIMAX,Observed
2023-10-13 00:00:00,473.909760,471.255006,468.402861,475.455573,461.010000
2023-10-13 01:00:00,447.619293,440.514243,451.228850,466.090867,458.950000
2023-10-13 02:00:00,448.442047,447.931268,440.853413,445.003729,457.200000
2023-10-13 03:00:00,447.719421,450.553932,439.454161,464.215362,455.000000
2023-10-13 04:00:00,465.833466,464.087985,452.447038,491.201493,455.450000
2023-10-13 05:00:00,489.784271,476.011303,497.738682,558.198185,458.950000
2023-10-13 06:00:00,544.636780,528.376046,587.855241,606.712173,553.250000
2023-10-13 07:00:00,611.649170,577.739318,646.469239,627.161559,610.110000
2023-10-13 08:00:00,608.232483,635.800954,637.968334,626.526008,600.000000
2023-10-13 09:00:00,544.914246,566.103963,577.427445,599.370298,490.470000
2023-10-13 10:00:00,457.750092,445.238648,495.759163,390.632084,455.450000
2023-10-13 11:00:00,427.244873,429.206771,462.205085,409.068373,453.700000
2023-10-13 12:00:00,415.772186,433.579983,446.011657,411.640332,440.000000
2023-10-13 13:00:00,425.594940,434.545922,449.882115,427.925280,350.000000
2023-10-13 14:00:00,352.950012,348.327328,462.985996,364.763489,400.000000
2023-10-13 15:00:00,418.126465,415.025009,506.315267,413.179941,450.000000
2023-10-13 16:00:00,480.279297,485.351978,590.962644,524.140306,475.810000
2023-10-13 17:00:00,505.575409,507.749894,682.965736,488.854495,491.800000
2023-10-13 18:00:00,521.843811,525.617153,758.438037,529.169459,478.800000
2023-10-13 19:00:00,510.935669,483.982495,800.053742,504.035884,510.330000
2023-10-13 20:00:00,466.676758,485.361424,753.096956,443.721468,400.000000
2023-10-13 21:00:00,362.512512,345.919220,640.859820,304.888322,150.000000
2023-10-13 22:00:00,179.018066,163.407428,588.372687,141.797328,140.220000
2023-10-13 23:00:00,99.940102,105.483623,527.379294,71.402769,55.000000
2023-10-14 00:00:00,30.638950,48.714791,509.116013,32.364556,10.010000
2023-10-14 01:00:00,25.337612,12.838287,489.636550,13.694424,1.010000
2023-10-14 02:00:00,26.421394,25.248644,477.892172,-3.056197,1.010000
2023-10-14 03:00:00,38.939644,31.304992,473.920761,18.679807,1.010000
2023-10-14 04:00:00,56.763584,41.580236,483.141671,42.372298,1.010000
2023-10-14 05:00:00,61.820412,51.238568,521.396413,95.777409,1.010000
2023-10-14 06:00:00,83.599884,66.909843,607.465313,110.350080,6.000000
2023-10-14 07:00:00,87.771019,67.249724,663.278632,70.653770,68.000000
2023-10-14 08:00:00,91.539589,115.148694,652.353743,103.965263,100.000000
2023-10-14 09:00:00,124.525970,121.971365,587.811395,143.045288,100.000000
2023-10-14 10:00:00,58.373352,73.456316,504.420428,49.237075,25.000000
2023-10-14 11:00:00,13.848328,14.977808,469.284408,23.752247,1.010000
2023-10-14 12:00:00,35.699684,25.979711,451.499951,19.673588,0.010000
2023-10-14 13:00:00,55.393635,39.811291,454.656412,46.067796,1.000000
2023-10-14 14:00:00,87.730255,72.884735,467.547239,62.979411,1.010000
2023-10-14 15:00:00,125.199677,87.785699,512.155167,71.160379,70.000000
2023-10-14 16:00:00,244.505219,162.685627,596.568985,185.806989,249.000000
2023-10-14 17:00:00,349.395752,313.163834,696.898787,293.178581,340.000000
2023-10-14 18:00:00,402.206818,377.785807,770.264592,421.106334,426.000000
2023-10-14 19:00:00,432.958252,425.498853,809.471591,475.314712,460.000000
2023-10-14 20:00:00,427.239777,419.170638,766.206053,402.632693,420.000000
2023-10-14 21:00:00,372.601135,366.638255,653.412458,313.261335,370.000000
2023-10-14 22:00:00,326.287720,338.335788,601.500876,319.611448,204.000000
2023-10-14 23:00:00,209.067856,173.074294,540.809694,141.509111,100.000000
2023-10-15 00:00:00,55.096516,78.229280,522.550850,66.162173,56.220000
2023-10-15 01:00:00,20.416603,36.851413,502.769327,35.642154,12.000000
2023-10-15 02:00:00,14.951606,10.797041,490.845591,-3.619337,6.000000
2023-10-15 03:00:00,11.643022,12.432115,486.537176,6.075903,5.000000
2023-10-15 04:00:00,9.772070,20.812517,495.263884,33.915427,5.000000
2023-10-15 05:00:00,35.610165,29.314785,532.596653,91.871853,10.000000
2023-10-15 06:00:00,47.156330,41.389354,618.135230,118.678887,11.000000
2023-10-15 07:00:00,68.783249,57.693003,673.581605,66.094390,11.020000
2023-10-15 08:00:00,29.406128,41.134461,662.339126,42.024496,11.000000
2023-10-15 09:00:00,7.588566,16.110823,597.272508,47.347212,5.000000
2023-10-15 10:00:00,7.803068,7.831956,513.655836,-62.941123,-2.000000
2023-10-15 11:00:00,50.813484,31.139678,478.312550,-2.972492,-10.000000
2023-10-15 12:00:00,76.725899,61.351585,460.319637,3.180137,-25.000000
2023-10-15 13:00:00,92.845337,62.512758,463.382550,1.437661,-25.000000
2023-10-15 14:00:00,90.633194,63.143139,476.245463,12.076442,-25.000000
2023-10-15 15:00:00,111.701057,83.696667,521.020920,9.054970,-5.000000
2023-10-15 16:00:00,142.175613,104.230292,605.404138,94.541221,0.990000
2023-10-15 17:00:00,218.364914,123.189806,706.824902,79.709727,190.000000
2023-10-15 18:00:00,329.101349,267.564167,779.914715,292.707849,349.300000
2023-10-15 19:00:00,386.066315,361.666065,818.806126,398.244230,400.360000
2023-10-15 20:00:00,372.972443,371.758854,776.024214,352.607476,345.000000
2023-10-15 21:00:00,303.092926,296.268432,663.157712,252.239793,320.000000
2023-10-15 22:00:00,288.366547,291.810200,611.321539,278.990342,286.000000
2023-10-15 23:00:00,258.462982,249.255852,550.669953,214.502899,200.000000
2023-10-16 00:00:00,199.911713,196.221702,532.411689,194.823305,300.000000
2023-10-16 01:00:00,275.124817,271.285175,512.590591,292.356984,260.000000
2023-10-16 02:00:00,269.762115,258.377266,500.643355,248.918005,260.000000
2023-10-16 03:00:00,276.944305,262.518635,496.290786,269.674686,270.000000
2023-10-16 04:00:00,304.431213,283.236166,504.952744,304.951068,305.700000
2023-10-16 05:00:00,364.270569,337.490461,542.164716,403.324097,462.880000
2023-10-16 06:00:00,544.941711,546.770423,627.633810,587.077242,600.000000
2023-10-16 07:00:00,597.764160,616.251065,683.032108,657.827401,650.000000
2023-10-16 08:00:00,656.948242,665.323359,671.748019,655.012143,667.880000
2023-10-16 09:00:00,622.726318,640.609195,606.612711,649.493662,667.880000
2023-10-16 10:00:00,588.812134,600.857597,522.966467,555.038206,543.000000
2023-10-16 11:00:00,514.799500,507.144083,487.596026,512.244297,500.000000
2023-10-16 12:00:00,468.370300,480.117278,469.575800,473.766417,472.000000
2023-10-16 13:00:00,465.030792,466.994850,472.626457,482.724387,475.000000
2023-10-16 14:00:00,476.813568,478.793851,485.485713,483.210716,493.000000
2023-10-16 15:00:00,513.629883,512.016747,530.283119,514.565766,569.190000
2023-10-16 16:00:00,626.517944,642.645383,614.662328,653.570257,650.000000
2023-10-16 17:00:00,744.534485,744.076542,716.226030,686.538564,705.200000
2023-10-16 18:00:00,780.223999,784.086623,789.279682,769.167539,788.060000
2023-10-16 19:00:00,799.943665,787.031286,828.129745,826.352888,841.000000
2023-10-16 20:00:00,769.017090,757.547628,785.411197,766.133461,756.000000
2023-10-16 21:00:00,604.422180,632.458823,672.535143,633.962977,667.880000
2023-10-16 22:00:00,555.390869,608.497788,620.708850,605.956542,620.000000
2023-10-16 23:00:00,511.883667,547.883552,560.062452,536.250195,516.930000
2023-10-17 00:00:00,520.089478,503.194502,541.804265,488.538538,520.000000
2023-10-17 01:00:00,491.581421,497.830560,521.977981,500.429558,507.000000
2023-10-17 02:00:00,492.920013,501.659272,510.027667,485.876399,507.000000
2023-10-17 03:00:00,498.476318,504.285298,505.669313,509.438072,506.600000
2023-10-17 04:00:00,503.562225,517.559551,514.322787,537.869482,502.000000
2023-10-17 05:00:00,525.201355,526.545795,551.518932,596.024911,540.000000
2023-10-17 06:00:00,657.890015,640.188343,636.978923,677.755340,680.000000
2023-10-17 07:00:00,749.094421,709.170436,692.370921,744.722731,750.990000
2023-10-17 08:00:00,745.064758,745.548967,681.081381,751.016834,750.000000
2023-10-17 09:00:00,649.834473,688.851186,615.937073,724.821749,693.510000
2023-10-17 10:00:00,590.128174,607.470924,532.286954,572.756602,591.490000
2023-10-17 11:00:00,546.563049,537.595785,496.912955,535.400397,510.000000
2023-10-17 12:00:00,482.534882,495.401930,478.889151,484.302079,496.600000
2023-10-17 13:00:00,488.680176,483.204377,481.938202,506.483280,488.890000
2023-10-17 14:00:00,512.781799,503.244492,494.796979,522.978222,495.000000
2023-10-17 15:00:00,534.228882,525.589281,539.597261,538.855136,535.000000
2023-10-17 16:00:00,619.447693,608.685347,623.975944,645.634395,620.000000
2023-10-17 17:00:00,719.981079,718.651621,725.558374,677.094702,730.000000
2023-10-17 18:00:00,810.916565,796.656501,798.607288,792.452250,813.000000
2023-10-17 19:00:00,816.340759,802.866011,837.451934,839.780893,810.000000
2023-10-17 20:00:00,750.518982,729.323264,794.741688,729.654184,725.000000
2023-10-17 21:00:00,583.937256,612.842711,681.864382,601.498940,610.000000
2023-10-17 22:00:00,534.080383,571.452210,630.039384,555.813057,542.000000
2023-10-17 23:00:00,474.592621,496.812591,569.393665,455.679260,475.820000
2023-10-18 00:00:00,458.417114,461.840070,551.135488,430.107639,440.000000
2023-10-18 01:00:00,432.098938,429.147766,531.308525,425.285126,446.400000
2023-10-18 02:00:00,435.577637,439.590419,519.357807,421.418474,410.000000
2023-10-18 03:00:00,409.230164,404.562515,514.998695,411.738750,400.110000
2023-10-18 04:00:00,413.583496,410.019317,523.651058,433.442599,420.000000
2023-10-18 05:00:00,447.662140,438.767385,560.845130,511.536828,417.000000
2023-10-18 06:00:00,523.507019,485.053909,646.303927,557.016557,527.000000
2023-10-18 07:00:00,598.088806,556.698802,701.695101,599.398188,617.000000
2023-10-18 08:00:00,625.356995,626.618120,690.404846,621.439135,585.000000
2023-10-18 09:00:00,532.434631,548.634182,625.259359,573.860238,520.000000
2023-10-18 10:00:00,467.004059,470.161912,541.608733,424.531335,430.000000
2023-10-18 11:00:00,376.119049,411.462028,506.234267,399.808781,380.000000
2023-10-18 12:00:00,360.206207,370.438510,488.209995,384.164435,393.010000
2023-10-18 13:00:00,396.472504,392.765554,491.258835,417.444539,403.900000
2023-10-18 14:00:00,411.464722,408.183714,504.117549,436.236426,433.000000
2023-10-18 15:00:00,465.817108,461.886557,548.918208,483.829800,470.000000
2023-10-18 16:00:00,550.117737,529.593902,633.296822,599.657259,555.000000
2023-10-18 17:00:00,668.550171,638.104294,734.881706,638.953931,680.000000
2023-10-18 18:00:00,777.853088,765.648703,807.930000,764.164390,720.480000
2023-10-18 19:00:00,743.020447,713.898080,846.773936,772.593052,720.800000
2023-10-18 20:00:00,645.139099,642.406579,804.064777,685.291378,700.000000
2023-10-18 21:00:00,552.826355,595.304053,691.187307,610.404398,565.000000
2023-10-18 22:00:00,529.122620,533.731990,639.362479,534.054472,497.000000
2023-10-18 23:00:00,441.679810,452.835410,578.716849,423.761551,401.580000
2023-10-19 00:00:00,384.554077,376.656489,560.458673,377.716742,400.000000
2023-10-19 01:00:00,385.666626,376.740042,540.631621,391.207364,400.000000
2023-10-19 02:00:00,388.384888,382.593070,528.680851,384.179518,379.220000
2023-10-19 03:00:00,374.530975,367.051912,524.321639,388.444636,373.220000
2023-10-19 04:00:00,381.410919,379.400959,532.973856,410.600050,380.000000
2023-10-19 05:00:00,415.812805,401.293956,570.167657,478.708505,420.000000
2023-10-19 06:00:00,505.058716,481.167825,655.626298,557.309782,503.780000
2023-10-19 07:00:00,543.221863,535.406912,711.017363,585.092799,575.000000
2023-10-19 08:00:00,585.811951,591.797211,699.727015,609.253573,600.000000
2023-10-19 09:00:00,553.755737,579.428113,634.581373,616.835225,560.000000
2023-10-19 10:00:00,535.354614,542.091934,550.930681,495.450249,500.000000
2023-10-19 11:00:00,480.354736,505.207155,515.556154,508.075657,468.650000
2023-10-19 12:00:00,471.720886,471.597430,497.531820,499.421717,456.350000
2023-10-19 13:00:00,459.759918,461.314128,500.580633,502.783289,465.180000
2023-10-19 14:00:00,493.704620,473.647017,513.439338,517.179116,484.000000
2023-10-19 15:00:00,522.382507,501.029805,558.240047,532.681513,500.000000
2023-10-19 16:00:00,550.444336,552.520502,642.618652,597.327809,527.980000
2023-10-19 17:00:00,598.590698,596.284101,744.203857,559.643258,577.990000
2023-10-19 18:00:00,654.883240,649.950552,817.252069,647.479901,605.220000
2023-10-19 19:00:00,609.374634,613.531686,856.095913,655.170118,580.000000
2023-10-19 20:00:00,545.791809,548.434726,813.386897,543.150093,505.420000
2023-10-19 21:00:00,479.706421,467.261046,700.509405,438.049523,392.390000
2023-10-19 22:00:00,405.333313,378.787097,648.684599,375.196713,425.000000
2023-10-19 23:00:00,393.973328,393.474171,588.038981,357.199171,332.540000
2023-10-20 00:00:00,312.722504,315.448922,569.780805,303.374466,360.000000
2023-10-20 01:00:00,336.935242,335.936806,549.953742,348.634008,325.000000
2023-10-20 02:00:00,310.695984,312.356609,538.002964,313.783018,320.000000
2023-10-20 03:00:00,314.913208,310.412454,533.643740,326.592787,310.000000
2023-10-20 04:00:00,324.213654,315.836077,542.295938,348.095850,325.000000
2023-10-20 05:00:00,364.544464,342.210308,579.489702,421.996339,385.010000
2023-10-20 06:00:00,471.320038,446.451504,664.948323,521.828708,433.800000
2023-10-20 07:00:00,470.819366,461.751211,720.339374,515.877669,469.100000
2023-10-20 08:00:00,479.331055,486.705720,709.049013,520.736143,479.000000
2023-10-20 09:00:00,460.473785,473.868461,643.903352,519.915085,451.000000
2023-10-20 10:00:00,431.694336,419.108054,560.252651,401.233369,426.710000
2023-10-20 11:00:00,403.420959,402.697133,524.878116,432.935751,426.000000
2023-10-20 12:00:00,415.320709,415.769753,506.853774,433.378578,409.000000
2023-10-20 13:00:00,398.710968,400.618062,509.902583,428.482897,375.000000
2023-10-20 14:00:00,359.869293,371.279882,522.761287,404.175313,400.000000
2023-10-20 15:00:00,402.500183,399.841756,567.562003,423.692534,399.000000
