timestamp,Observed,Seq2Seq,TiDE,AutoML,Transformer
2023-10-20 00:00:00,360.0,349.64483642578125,320.62139892578125,338.5231628417969,330.851471
2023-10-20 01:00:00,325.0,355.2104187011719,341.66998291015625,357.4117736816406,340.05072
2023-10-20 02:00:00,320.0,332.888916015625,317.50177001953125,338.3617553710937,321.90036
2023-10-20 03:00:00,310.0,328.6785583496094,318.5010070800781,340.1139221191406,325.706604
2023-10-20 04:00:00,325.0,325.8717041015625,319.1393127441406,342.7181396484375,321.90036
2023-10-20 05:00:00,385.01,360.3395080566406,346.94158935546875,370.0709838867188,356.418091
2023-10-20 06:00:00,433.8,447.6338806152344,440.5404968261719,459.8796997070313,479.958618
2023-10-20 07:00:00,469.1,491.1744079589844,488.3323364257813,485.689208984375,478.083557
2023-10-20 08:00:00,479.0,499.7066955566406,496.9124450683594,497.3691101074219,497.16806
2023-10-20 09:00:00,451.0,490.0591735839844,484.2989196777344,494.47564697265625,491.364227
2023-10-20 10:00:00,426.71,456.6685485839844,451.2347717285156,469.9598693847656,457.933929
2023-10-20 11:00:00,426.0,445.4949340820313,436.9511413574219,455.3317565917969,438.631775
2023-10-20 12:00:00,409.0,439.3364868164063,432.26953125,439.5810241699219,433.509918
2023-10-20 13:00:00,375.0,432.8169555664063,412.4385681152344,443.828125,413.612244
2023-10-20 14:00:00,400.0,405.9356689453125,386.795166015625,421.70025634765625,382.453644
2023-10-20 15:00:00,399.0,415.3619689941406,412.0166015625,432.10888671875,408.78186
2023-10-20 16:00:00,415.0,408.0211486816406,409.2735290527344,422.123046875,413.612244
2023-10-20 17:00:00,432.1,428.0360412597656,432.2463073730469,448.5116882324219,430.12854
2023-10-20 18:00:00,440.0,446.8989868164063,453.8687438964844,462.1664123535156,447.302734
2023-10-20 19:00:00,450.0,439.1454772949219,444.8273010253906,460.7394714355469,454.362488
2023-10-20 20:00:00,420.0,429.9946899414063,428.307861328125,442.6502075195313,426.773468
2023-10-20 21:00:00,370.0,400.3184509277344,394.77435302734375,402.8080139160156,385.461121
2023-10-20 22:00:00,320.01,363.1712036132813,346.1916809082031,365.4664611816406,367.763763
2023-10-20 23:00:00,227.7,320.994140625,303.8807983398437,325.6461486816406,283.958557
2023-10-21 00:00:00,200.0,221.85337829589844,233.3843231201172,268.4686279296875,226.188766
2023-10-21 01:00:00,198.22,211.2883758544922,211.62109375,240.8787384033203,199.493378
2023-10-21 02:00:00,172.45,204.29986572265625,203.70462036132807,227.84597778320312,201.856735
2023-10-21 03:00:00,182.22,210.2230682373047,193.9931488037109,223.319580078125,195.615494
2023-10-21 04:00:00,200.0,226.5377960205078,212.452865600586,244.774169921875,209.115265
2023-10-21 05:00:00,224.22,256.97412109375,237.7550811767578,275.99664306640625,234.317932
2023-10-21 06:00:00,300.0,288.32049560546875,270.8377380371094,313.3203125,285.073853
2023-10-21 07:00:00,420.0,340.3052673339844,339.438232421875,353.0601501464844,337.396667
2023-10-21 08:00:00,424.37,432.1935729980469,443.8634948730469,457.5564880371094,431.815918
2023-10-21 09:00:00,432.18,443.3341369628906,446.9491271972656,462.7945861816406,447.302734
2023-10-21 10:00:00,415.0,437.0206604003906,432.4964904785156,444.7632751464844,436.917816
2023-10-21 11:00:00,370.0,419.2632751464844,408.1767578125,424.966552734375,410.385712
2023-10-21 12:00:00,339.0,387.3095397949219,375.1971130371094,402.2851867675781,373.570953
2023-10-21 13:00:00,370.0,373.4926452636719,346.29327392578125,381.3138122558594,357.816986
2023-10-21 14:00:00,424.37,407.0285339355469,380.3476257324219,397.8206176757813,382.453644
2023-10-21 15:00:00,444.37,459.2041931152344,443.8690490722656,442.46295166015625,456.144714
2023-10-21 16:00:00,471.0,484.5324401855469,478.1029968261719,477.0072326660156,519.040283
2023-10-21 17:00:00,541.11,517.3598022460938,518.5537719726562,527.778564453125,541.872803
2023-10-21 18:00:00,570.0,559.8455810546875,584.9081420898438,596.20361328125,583.697021
2023-10-21 19:00:00,570.0,553.9924926757812,571.2284545898438,588.3521118164062,579.146851
2023-10-21 20:00:00,527.44,535.411376953125,538.1806640625,545.9697265625,541.872803
2023-10-21 21:00:00,470.0,491.1050720214844,493.7123718261719,511.4010925292969,491.364227
2023-10-21 22:00:00,435.1,440.17236328125,439.7182312011719,463.310546875,447.302734
2023-10-21 23:00:00,424.37,405.0175476074219,402.9223327636719,424.91900634765625,407.184296
2023-10-22 00:00:00,425.47,397.5275573730469,394.2913208007813,386.4731140136719,410.385712
2023-10-22 01:00:00,425.47,395.9608459472656,390.9493103027344,397.93896484375,404.007782
2023-10-22 02:00:00,435.47,412.3599548339844,408.1387634277344,404.13861083984375,416.864105
2023-10-22 03:00:00,435.47,426.67193603515625,424.7925415039063,420.8928833007813,435.210541
2023-10-22 04:00:00,435.47,432.5503845214844,428.4482421875,428.808837890625,435.210541
2023-10-22 05:00:00,439.0,434.6689147949219,438.7342224121094,442.1869201660156,440.352448
2023-10-22 06:00:00,445.47,440.7183227539063,453.6083679199219,466.8330993652344,457.933929
2023-10-22 07:00:00,432.85,447.3202819824219,458.03955078125,445.7802734375,470.656036
2023-10-22 08:00:00,425.47,445.4432678222656,448.57958984375,447.9434509277344,457.933929
2023-10-22 09:00:00,402.1,440.7678833007813,437.7186584472656,438.4815979003906,456.144714
2023-10-22 10:00:00,388.1,423.0196838378906,419.1195983886719,427.9150390625,438.631775
2023-10-22 11:00:00,311.0,407.625244140625,400.1820373535156,412.2464294433594,431.815918
2023-10-22 12:00:00,330.22,348.2313537597656,328.97637939453125,359.0468139648437,356.418091
2023-10-22 13:00:00,323.22,367.2037353515625,344.10614013671875,389.7205200195313,380.95871
2023-10-22 14:00:00,323.22,367.3267517089844,345.9884338378906,378.9832458496094,377.986267
2023-10-22 15:00:00,330.22,366.8464965820313,349.0640563964844,377.6056823730469,386.973694
2023-10-22 16:00:00,400.0,381.3984069824219,362.3442077636719,393.62017822265625,404.007782
2023-10-22 17:00:00,460.6,457.2089538574219,447.9583129882813,483.25787353515625,476.21579
2023-10-22 18:00:00,551.22,487.2639770507813,497.8042907714844,512.9210815429688,517.012817
2023-10-22 19:00:00,555.0,536.4356689453125,567.504150390625,573.5293579101562,579.146851
2023-10-22 20:00:00,549.8,521.2592163085938,539.2388305664062,536.1458129882812,548.271973
2023-10-22 21:00:00,507.5,502.9312438964844,515.7400512695312,511.4595642089844,529.297119
2023-10-22 22:00:00,465.47,459.9952087402344,475.50244140625,478.3035278320313,491.364227
2023-10-22 23:00:00,445.47,423.979736328125,430.0219421386719,440.6753540039063,431.815918
2023-10-23 00:00:00,400.0,439.6336975097656,438.2904357910156,446.8896179199219,457.933929
2023-10-23 01:00:00,400.0,398.9312133789063,386.9414978027344,406.537841796875,408.78186
2023-10-23 02:00:00,399.5,404.3648376464844,402.2753601074219,418.40435791015625,416.864105
2023-10-23 03:00:00,400.0,405.3291931152344,404.48150634765625,424.9519653320313,420.141449
2023-10-23 04:00:00,430.0,412.6928405761719,415.5321960449219,442.1376647949219,428.447723
2023-10-23 05:00:00,458.02,453.19146728515625,458.8720397949219,494.2956237792969,472.502045
2023-10-23 06:00:00,637.15,504.2427673339844,526.5846557617188,561.0608520507812,567.925781
