timestamp,XGB,GBR,SARIMA,SARIMAX,Observed
2023-10-20 00:00:00,307.922272,316.167797,319.436277,318.909125,360.000000
2023-10-20 01:00:00,327.901154,335.680696,304.027891,362.210758,325.000000
2023-10-20 02:00:00,304.525787,312.258746,291.247843,305.281806,320.000000
2023-10-20 03:00:00,308.889801,308.660373,287.497637,312.133792,310.000000
2023-10-20 04:00:00,324.283386,312.603819,295.857491,324.572231,325.000000
2023-10-20 05:00:00,359.854950,341.112677,332.669537,347.464651,385.010000
2023-10-20 06:00:00,467.038757,447.454916,417.710690,478.662347,433.800000
2023-10-20 07:00:00,479.147430,463.708661,476.594152,516.686162,469.100000
2023-10-20 08:00:00,481.382111,487.211326,475.971538,497.859018,479.000000
2023-10-20 09:00:00,456.748596,475.064646,423.614598,463.578464,451.000000
2023-10-20 10:00:00,410.628784,410.593200,346.814237,404.808826,426.710000
2023-10-20 11:00:00,407.936310,392.366016,311.390107,401.205641,426.000000
2023-10-20 12:00:00,414.735229,415.834566,297.165014,412.830793,409.000000
2023-10-20 13:00:00,398.265045,400.994704,296.972914,402.476719,375.000000
2023-10-20 14:00:00,361.016937,371.885750,312.221707,384.862642,400.000000
2023-10-20 15:00:00,394.917816,399.010456,352.446171,399.810550,399.000000
2023-10-20 16:00:00,393.470673,406.694128,423.850343,415.802969,415.000000
2023-10-20 17:00:00,420.984344,433.489307,515.499486,472.338232,432.100000
2023-10-20 18:00:00,441.327667,461.105380,579.588431,471.285840,440.000000
2023-10-20 19:00:00,435.791901,431.398384,601.506846,443.415458,450.000000
2023-10-20 20:00:00,400.574615,416.062674,545.912554,411.174438,420.000000
2023-10-20 21:00:00,359.955536,370.425433,434.172879,305.454739,370.000000
2023-10-20 22:00:00,334.268738,349.717398,394.894728,348.625485,320.010000
2023-10-20 23:00:00,243.607986,276.551346,319.017387,234.605546,227.700000
2023-10-21 00:00:00,193.304520,197.750586,306.154817,247.680741,200.000000
2023-10-21 01:00:00,180.596619,182.299175,289.247154,251.693424,198.220000
