timestamp,XGB,GBR,SARIMA,SARIMAX,Observed
2023-09-26 00:00:00,502.045380,491.269838,487.859698,483.965398,487.220000
2023-09-26 01:00:00,478.251251,472.842566,470.950769,495.261198,477.000000
2023-09-26 02:00:00,479.975800,470.048895,462.157063,493.779603,470.000000
2023-09-26 03:00:00,477.291260,465.877493,461.794043,494.046861,471.000000
2023-09-26 04:00:00,489.393463,487.333096,466.822573,498.039539,479.220000
2023-09-26 05:00:00,504.940308,504.677959,488.452380,515.890012,500.000000
2023-09-26 06:00:00,650.548035,614.414494,562.580045,597.674493,677.000000
2023-09-26 07:00:00,798.364075,735.241859,617.293182,753.417249,747.000000
2023-09-26 08:00:00,740.095276,737.549803,583.767282,713.615511,697.000000
2023-09-26 09:00:00,598.395447,633.437508,520.254955,615.465033,560.000000
2023-09-26 10:00:00,496.247894,499.201475,460.525935,511.063626,486.000000
2023-09-26 11:00:00,463.056152,465.506968,427.726514,453.992933,442.000000
2023-09-26 12:00:00,432.269928,438.451472,417.298425,437.631478,437.000000
2023-09-26 13:00:00,437.924316,442.231227,426.483892,439.729855,437.000000
2023-09-26 14:00:00,447.155792,451.391449,440.916946,445.016107,437.000000
2023-09-26 15:00:00,464.403381,469.337075,496.970267,511.931331,481.070000
2023-09-26 16:00:00,559.934265,543.816641,554.343075,534.809622,570.000000
2023-09-26 17:00:00,681.803833,677.130873,659.870468,659.036791,690.000000
2023-09-26 18:00:00,818.690796,789.611006,759.251122,810.588879,843.220000
2023-09-26 19:00:00,892.477478,908.295623,814.807537,858.337494,865.950000
2023-09-26 20:00:00,797.041870,787.501683,784.113881,815.812590,812.220000
2023-09-26 21:00:00,682.235596,684.027722,669.013914,682.251102,604.000000
2023-09-26 22:00:00,530.516296,553.965664,562.078029,515.061986,520.000000
2023-09-26 23:00:00,493.878510,470.223686,498.783214,466.665467,441.000000
2023-09-27 00:00:00,450.750610,434.570152,491.390273,441.984293,500.000000
2023-09-27 01:00:00,485.321930,484.512311,474.493797,513.673452,485.000000
2023-09-27 02:00:00,482.332275,475.508047,465.441932,486.988729,480.000000
2023-09-27 03:00:00,484.036163,474.472739,465.037670,495.476836,481.400000
2023-09-27 04:00:00,496.035522,489.548334,470.086035,503.945415,485.000000
2023-09-27 05:00:00,512.831848,504.614236,491.243952,524.518527,525.000000
2023-09-27 06:00:00,662.514404,637.348957,560.506181,631.051302,706.910000
2023-09-27 07:00:00,781.705505,753.377708,609.076952,785.646587,799.390000
2023-09-27 08:00:00,719.380798,784.397018,573.716501,741.205450,720.000000
