timestamp,Observed,Seq2Seq,TiDE,AutoML,Transformer
2023-10-26 00:00:00,450.0,484.9543151855469,466.9980163574219,471.2228088378906,447.302734
2023-10-26 01:00:00,436.22,445.975830078125,434.8470764160156,450.0633850097656,410.385712
2023-10-26 02:00:00,431.22,437.11431884765625,434.1533203125,451.60400390625,415.234985
2023-10-26 03:00:00,430.0,440.0972595214844,434.7496643066406,449.471435546875,415.234985
2023-10-26 04:00:00,430.0,441.3346862792969,442.6112365722656,458.0979919433594,420.141449
2023-10-26 05:00:00,460.35,463.3072204589844,459.7672424316406,479.5743103027344,436.917816
2023-10-26 06:00:00,622.14,540.8458862304688,536.44775390625,561.423828125,556.921753
2023-10-26 07:00:00,657.82,676.6298828125,695.5152587890625,677.3641967773438,685.255493
2023-10-26 08:00:00,689.84,672.94091796875,679.8334350585938,671.3844604492188,682.580017
2023-10-26 09:00:00,659.0,680.8845825195312,682.0831909179688,682.9337768554688,669.358398
2023-10-26 10:00:00,635.0,650.417236328125,649.7125244140625,656.5968017578125,628.743469
2023-10-26 11:00:00,608.68,639.4989624023438,635.6986694335938,643.6005859375,628.743469
2023-10-26 12:00:00,585.0,624.2578735351562,622.0101928710938,625.3798828125,604.618347
2023-10-26 13:00:00,585.0,610.27978515625,609.5479736328125,626.4115600585938,595.229126
2023-10-26 14:00:00,607.88,605.040283203125,614.535400390625,621.7451782226562,590.589233
2023-10-26 15:00:00,648.63,637.5692138671875,645.9390869140625,666.2564086914062,623.842712
2023-10-26 16:00:00,680.0,673.3803100585938,691.1762084960938,694.5243530273438,674.616089
2023-10-26 17:00:00,700.0,692.2042236328125,715.4347534179688,712.7603149414062,690.637878
2023-10-26 18:00:00,719.0,704.7033081054688,726.9031372070312,717.0090942382812,707.039612
2023-10-26 19:00:00,711.22,700.4110717773438,720.4637451171875,717.8723754882812,707.039612
2023-10-26 20:00:00,680.0,667.7653198242188,672.4297485351562,674.861328125,648.733643
2023-10-26 21:00:00,610.0,631.0289306640625,625.3683471679688,627.3007202148438,592.904602
2023-10-26 22:00:00,556.0,580.2708740234375,569.8065185546875,580.7297973632812,556.921753
2023-10-26 23:00:00,490.0,534.0773315429688,525.1192626953125,551.0947265625,487.532623
